pincode,district,latitude,longitude
532455,SRIKAKULAM,18.778945,83.881596
532456,NAN,18.9140932,83.7650601
532457,SRIKAKULAM,18.7838055,83.939255
532458,SRIKAKULAM,18.29625,83.893642
532459,SRIKAKULAM,18.6707456,83.9503055
532460,NAN,83.7604,18.73512
532461,SRIKAKULAM,83.6011,18.6475
532462,NAN,83.64,18.6147
532474,SRIKAKULAM,18.4713333,84.0723055
532484,SRIKAKULAM,18.3523878,83.8585456
533001,EAST GODAVARI,16.9565833,82.2274167
533002,EAST GODAVARI,16.9282222,82.2336944
533003,EAST GODAVARI,16.968486,82.236258
533004,EAST GODAVARI,16.9663056,82.2270833
533005,NADIA,16.9965,82.22187
533006,NADIA,16.96185,82.22525
533007,EAST GODAVARI,16.960528,82.248674
533016,NADIA,16.89,82.22
533101,EAST GODAVARI,16.9920339,81.7779721
533102,EAST GODAVARI,17.1074,81.8279
533103,EAST GODAVARI,17.0051667,81.7856944
533104,EAST GODAVARI,17.0105,81.7724444
533105,EAST GODAVARI,17.0643,81.7575
533106,EAST GODAVARI,17.0321,81.8088
533107,EAST GODAVARI,17.0064,81.8293
533108,EAST GODAVARI,17.0291111,81.8098056
533124,EAST GODAVARI,16.9414,81.8525
533125,EAST GODAVARI,16.9308,81.806
533126,NAN,16.8542,81.832
533201,NAN,16.57783333,81.99366667
533210,NAN,,
533211,NAN,,
533212,NAN,,
533213,NAN,,
533214,NAN,,
533215,NAN,16.53230556,81.97483333
533216,NAN,,
533217,NAN,,
533218,NAN,16.54886111,81.9785
533219,NAN,16.6733113,82.1644735
533220,NAN,,
533221,NAN,,
533222,NAN,,
533223,NAN,,
533228,NAN,,
533229,EAST GODAVARI,,
533232,NAN,16.83,81.86
533233,NAN,16.8,81.86
533234,NAN,16.8640556,81.8934167
533235,NAN,,
533236,NAN,,
533237,NAN,,
533238,NAN,,
533239,NAN,,
533240,NAN,,
533241,NAN,,
533242,NAN,16.47786111,81.83963889
533244,NAN,,
533247,NAN,,
533248,NAN,,
533249,NAN,16.50544444,81.87847222
533250,NAN,,
533251,NAN,,
533252,NAN,16.40347222,81.77913889
533253,EAST GODAVARI,,
533254,NAN,,
533255,NAN,16.8350833,82.0310833
533256,NAN,16.7339,82.0475
533260,NADIA,16.34585,82.265
533261,NAN,16.85,81.94
533262,NAN,16.78,82.08
533263,NAN,16.744,82.1013
533264,EAST GODAVARI,16.8775,81.9766389
533274,NAN,,
533284,NAN,17.3943,81.889
533285,NAN,17.2456,81.9835
533286,EAST GODAVARI,17.271851,81.845093
533287,EAST GODAVARI,17.2067,81.6623
533288,EAST GODAVARI,17.59672,81.71918
533289,EAST GODAVARI,17.1986,81.8361
533290,EAST GODAVARI,17.382,81.7635
533291,EAST GODAVARI,16.99645,81.9969
533292,EAST GODAVARI,17.122,81.862
533293,EAST GODAVARI,17.0916,81.7438
533294,EAST GODAVARI,17.0376,81.9494
533295,NAN,17.6329,81.6962
533296,EAST GODAVARI,17.03738,81.93148
533297,EAST GODAVARI,17.08034,81.89798
533305,NAN,16.73077,82.07521
533306,NAN,16.7147,82.0237
533307,NAN,16.81,81.97
533308,NAN,16.8669,81.9487
533309,NAN,16.32268,80.866798
533339,EAST GODAVARI,17.36449,81.679521
533340,NAN,16.8909,81.9439
533341,NAN,16.9338,81.8825
533342,EAST GODAVARI,16.96,82.01
533343,EAST GODAVARI,16.9712222,82.0491389
533344,NADIA,16.91,82.077
533345,EAST GODAVARI,16.9238611,82.0195833
533346,EAST GODAVARI,16.9239,81.9828
533347,NAN,17.8286667,81.635
533348,NAN,17.965459,81.89959
533349,NAN,,
533350,NAN,17.591181,81.242867
533351,NAN,18.784,83.496065
533352,EAST GODAVARI,17.670147,80.911095
533353,EAST GODAVARI,17.03738,81.93148
533354,NAN,17.2596,81.7486
533355,EAST GODAVARI,16.7354,82.03448
533401,NADIA,17.4,82.46
533406,NADIA,17.26,82.37
533407,NADIA,17.502,82.52
533408,NADIA,17.20091,82.46515
533428,NAN,17.53,81.93
533429,NADIA,16.9,81.75
533430,NADIA,17.2604,82.2709
533431,NADIA,17.18,82.02
533432,NADIA,17.27,82.16
533433,NADIA,17.12,82.16
533434,NADIA,17.011,82.19
533435,NADIA,17.15,81.99
533436,NAN,17.5347,82.2451
533437,NADIA,17.098,82.1618
533440,EAST GODAVARI,17.0536389,82.1772222
533444,NADIA,17.24,82.29
533445,NADIA,17.1577778,82.2881944
533446,NADIA,17.2703,82.34445
533447,NADIA,17.14,82.35
533448,NADIA,17.11,82.36
533449,NADIA,17.17275,82.32455
533450,NADIA,17.11,82.28
533451,NADIA,17.186804,82.271624
533460,NADIA,16.9523557,82.1305529
533461,NADIA,16.82,82.22
533462,NADIA,18.46,78.85
533463,NADIA,16.74,82.29
533464,NADIA,16.7348792,82.2270785
533468,NADIA,16.81,82.16
533483,NAN,18.25,79.73
533577,NAN,,
534001,NAN,16.7128056,81.1186944
534002,NAN,16.6836,81.0844
534003,NAN,16.731,81.0938
534004,NAN,16.6645,81.1581
534005,NAN,16.7146389,81.1127778
534006,NAN,16.70825,81.0913333
534007,NAN,16.7945,81.0199
534008,NAN,16.7114871,81.102475
534101,WEST GODAVARI,16.813551,81.531069
534102,WEST GODAVARI,16.8093095,81.5503828
534111,WEST GODAVARI,16.8894092,81.4889431
534112,WEST GODAVARI,16.904859,81.4170116
534122,WEST GODAVARI,16.630831,81.730879
534123,WEST GODAVARI,16.632961,81.799865
534124,WEST GODAVARI,16.676015,81.655561
534126,WEST GODAVARI,16.651547,81.700044
534134,WEST GODAVARI,16.674727,81.603355
534145,WEST GODAVARI,18.69,81.72
534146,WEST GODAVARI,16.8052598,81.6119385
534156,WEST GODAVARI,16.7819444,81.6203056
534165,WEST GODAVARI,16.7446111,81.4733611
534166,WEST GODAVARI,16.7727198,81.5154917
534176,WEST GODAVARI,16.9774714,81.4160364
534186,WEST GODAVARI,16.6389444,81.5319167
534195,NAN,16.7165242,81.4278221
534196,WEST GODAVARI,16.7460298,81.5133488
534197,NAN,16.6961211,81.538098
534198,NAN,16.700145,81.458898
534199,WEST GODAVARI,16.625244,81.488171
534201,WEST GODAVARI,16.54727778,81.51933333
534202,WEST GODAVARI,16.54036111,81.52475
534204,WEST GODAVARI,16.54327778,81.49597222
534206,WEST GODAVARI,16.532739,81.483364
534207,WEST GODAVARI,16.474062,81.606467
534208,WEST GODAVARI,16.485133,81.48831
534209,WEST GODAVARI,16.483782,81.243623
534210,WEST GODAVARI,16.583419,81.591339
534211,WEST GODAVARI,16.75455556,81.68544444
534215,WEST GODAVARI,16.66969444,80.77872222
534216,WEST GODAVARI,16.812054,81.682062
534217,WEST GODAVARI,16.712223,81.701421
534218,WEST GODAVARI,16.738036,82.022322
534222,WEST GODAVARI,16.71477778,81.67472222
534225,WEST GODAVARI,16.702351,81.626358
534227,WEST GODAVARI,16.6504,80.614652
534230,WEST GODAVARI,16.639141,81.593228
534235,WEST GODAVARI,16.553057,81.779184
534236,WEST GODAVARI,16.537552,81.444932
534237,WEST GODAVARI,16.566818,81.396988
534238,WEST GODAVARI,16.605931,81.621318
534239,WEST GODAVARI,16.424421,81.479646
534240,WEST GODAVARI,16.611914,81.661038
534243,WEST GODAVARI,16.515402,81.595626
534244,WEST GODAVARI,16.539136,81.567586
534245,WEST GODAVARI,16.530399,81.650768
534247,WEST GODAVARI,16.579799,81.623096
534250,WEST GODAVARI,16.545498,81.69837
534260,WEST GODAVARI,16.51927778,81.72869444
534265,WEST GODAVARI,16.545356,81.705184
534266,WEST GODAVARI,16.534626,81.831316
534267,WEST GODAVARI,17.4,78.48
534268,WEST GODAVARI,16.457745,81.771183
534269,WEST GODAVARI,16.604785,81.849757
534275,WEST GODAVARI,16.415829,81.689787
534280,WEST GODAVARI,16.35358333,81.65613889
534281,WEST GODAVARI,16.41163889,81.60463889
534301,WEST GODAVARI,16.9365347,81.669697
534302,WEST GODAVARI,16.8803645,81.7199296
534305,WEST GODAVARI,16.9301785,81.6342944
534311,NAN,17.2013,81.3956
534312,NAN,16.9297,81.5576
534313,WEST GODAVARI,17.0194986,81.5635741
534315,WEST GODAVARI,17.2460036,81.5890724
534316,WEST GODAVARI,17.1556805,81.53105
534318,WEST GODAVARI,18.150256,82.6897895
534320,WEST GODAVARI,16.64264,81.716473
534324,WEST GODAVARI,16.669716,81.782619
534326,WEST GODAVARI,16.652237,81.810822
534327,WEST GODAVARI,16.580925,81.78212
534328,WEST GODAVARI,16.715606,81.728947
534329,WEST GODAVARI,16.8316126,81.7490048
534330,WEST GODAVARI,16.693598,81.799479
534331,WEST GODAVARI,16.8675556,81.6730833
534338,WEST GODAVARI,16.58395,81.711
534340,WEST GODAVARI,17.0508432,81.6579693
534341,WEST GODAVARI,17.1332854,81.6389644
534342,WEST GODAVARI,16.9603,81.7007
534350,WEST GODAVARI,17.01514,81.736462
534401,NAN,16.8032,81.3028
534406,WEST GODAVARI,16.49206,81.234881
534411,WEST GODAVARI,16.8282815,81.4648088
534416,WEST GODAVARI,16.8171,81.385
534425,NAN,16.775,81.4917
534426,NAN,16.9543,81.2558
534427,NAN,16.7615,81.2315
534432,NAN,16.7578,81.1649
534435,NAN,16.8101873,81.1065055
534437,NAN,16.5851,81.0175
534442,NAN,16.7305,81.1733611
534444,NAN,17.533822,81.1737824
534447,NAN,17.1150556,81.2971944
534448,NAN,17.0273,81.3176
534449,NAN,16.9507,81.1954
534450,NAN,16.7965,81.1458
534451,NAN,16.9998,81.3509
534452,NAN,16.9473,81.1499
534455,NAN,17.1575,81.2495
534456,NAN,17.1159,81.1317
534460,NAN,16.5944,79.3981
534461,NAN,17.0177,81.0541
534462,NAN,16.8167,81.3667
534467,NAN,17.0994,81.0815
534475,NAN,16.8637,81.0106
535001,VIZIANAGARAM,18.1199722,83.4034722
535002,VIZIANAGARAM,18.111801,83.408944
535003,VIZIANAGARAM,18.154813,83.350219
535004,VIZIANAGARAM,18.092469,83.402974
535005,VIZIANAGARAM,17.894911,83.380942
535006,VIZIANAGARAM,18.084361,83.440936
535101,VIZIANAGARAM,83.595,18.2072
535102,VIZIANAGARAM,83.4409,18.3558
535124,VIZIANAGARAM,83.5492,18.0236
535125,VIZIANAGARAM,83.6276,18.2916
535126,VIZIANAGARAM,83.5601,18.5016
535128,SRIKAKULAM,83.6018,18.37
535145,VISAKHAPATNAM,18.653963,78.837557
535148,VIZIANAGARAM,19.335257,78.070899
535160,VIZIANAGARAM,18.767343,83.952509
535161,VIZIANAGARAM,18.025329,83.16758
535183,VISAKHAPATNAM,18.15415,83.514684
535204,VIZIANAGARAM,18.134863,83.610896
535213,VIZIANAGARAM,18.01746,83.562309
535214,VIZIANAGARAM,17.1703889,81.8265278
535215,VIZIANAGARAM,18.099733,83.260971
535216,VIZIANAGARAM,18.028675,83.435006
535217,VIZIANAGARAM,18.164286,83.453464
535218,VIZIANAGARAM,18.182093,83.523012
535220,VIZIANAGARAM,17.837182,83.358775
535221,VIZIANAGARAM,18.209716,83.733195
535240,VIZIANAGARAM,17.964667,83.220609
535250,VISAKHAPATNAM,18.061993,83.194495
535260,VIZIANAGARAM,16.415328,81.863413
535270,VIZIANAGARAM,18.290812,83.294746
535273,VIZIANAGARAM,17.047762,80.098187
535280,VIZIANAGARAM,18.204569,83.402974
535281,VIZIANAGARAM,18.027796,83.071036
535463,NAN,83.4725,18.6959
535501,NAN,18.7802778,83.4328889
535502,NAN,83.3957,18.8121
535521,NAN,83.4897,18.9358
535522,NAN,83.4038,18.7397
535523,VIZIANAGARAM,83.6471,19.1268
535524,NAN,83.5548,18.9431
535525,NAN,83.5075,18.8067
535526,NAN,83.5291,18.8355
535527,NAN,83.3709,18.7239
535534,NAN,83.6935,18.9216
535546,NAN,83.5026,18.6595
535547,NAN,83.2637,18.6913
535557,NAN,83.5297,18.6149
535558,VIZIANAGARAM,18.5744722,83.3570278
535559,NAN,83.4709,18.6212
535568,VIZIANAGARAM,83.4706,18.5439
535569,VIZIANAGARAM,18.5979,83.4804
535573,VIZIANAGARAM,83.3584,18.5735
535578,VIZIANAGARAM,83.3531,18.4836
535579,VIZIANAGARAM,83.2689,18.5411
535580,VIZIANAGARAM,18.509896,83.515116
535581,VIZIANAGARAM,18.375841,83.237218
535582,VIZIANAGARAM,18.387203,83.371593
535591,NAN,83.2479,18.6009
535592,NAN,83.102,18.4546
535593,NAN,83.1569,18.6444
535594,NAN,83.6012,18.7885
560001,NAN,12.9838611,77.5896111
560002,NAN,12.9651111,77.5876111
560003,NAN,13.004048,77.575562
560004,NAN,12.9537529,77.5722102
560005,NAN,13.0007222,77.6161389
560006,NAN,,
560007,NAN,12.9636389,77.6291111
560008,NAN,12.968488,77.642574
560009,NAN,12.972862,77.583299
560010,NAN,12.983037,77.560979
560011,NAN,12.9305035,77.5835398
560012,NAN,13.01383,77.56654
560013,NAN,13.064257,77.546488
560015,NAN,13.046435,77.522697
560016,NAN,12.9853889,77.6771389
560017,NAN,12.1666389,77.1139444
560018,NAN,12.9561669,77.5661055
560020,NAN,12.988456,77.574647
560021,NAN,12.995152,77.563757
560022,NAN,13.027966,77.540916
560023,NAN,12.975571,77.560338
560024,NAN,13.030435,77.586664
560025,NAN,12.16325,78.0134167
560026,NAN,12.9544029,77.5442816
560027,NAN,12.967679,77.5922195
560029,NAN,12.9376382,77.5991396
560030,NAN,12.9485278,77.6017222
560032,NAN,13.022581,77.593104
560033,NAN,13.0079444,77.1098333
560034,NAN,12.921502,77.6318089
560035,NAN,12.9075116,77.6956776
560036,NAN,13.0051667,77.696
560037,NAN,12.972089,77.694364
560038,NAN,12.9447222,77.5740278
560040,NAN,12.97266,77.54565
560041,NAN,12.919764,77.5924448
560042,NAN,12.982047,77.61238
560043,NAN,12.9447222,77.5740278
560045,NAN,13.0325833,77.6208056
560047,NAN,12.9554167,77.6156944
560048,NAN,12.992214,77.7159
560049,NAN,13.0188056,77.7099167
560050,NAN,12.9421944,77.5580833
560051,NAN,12.1553889,78.0118056
560053,NAN,12.9688913,77.5730899
560054,NAN,13.028746,77.557983
560055,NAN,13.009049,77.562867
560056,NAN,12.959638,77.4996067
560057,NAN,13.046494,77.512775
560058,NAN,13.034557,77.526201
560059,NAN,12.9249093,77.4992098
560060,NAN,12.8991172,77.4873329
560061,NAN,12.9089031,77.5491803
560062,NAN,12.9269167,77.5917778
560063,NAN,13.2187778,78.0090278
560064,NAN,13.106962,77.566299
560065,NAN,13.0685556,77.5688056
560066,NAN,12.967713,77.7494428
560067,BANGALORE RURAL,12.9794,77.7915
560068,NAN,12.877546,77.6476339
560070,NAN,12.9264159,77.5696567
560071,NAN,12.1669167,77.1099722
560072,NAN,12.955172,77.515643
560073,NAN,13.443093,77.62927
560074,NAN,12.8797516,77.4465741
560075,NAN,12.1560556,77.1145278
560076,NAN,12.8834865,77.5830942
560077,NAN,13.06362,77.648934
560078,NAN,12.9119427,77.5868658
560079,NAN,12.987462,77.528282
560080,NAN,13.009323,77.576741
560081,NAN,12.801736,77.70425
560082,NAN,12.8437683,77.5092369
560083,NAN,12.8206081,77.6089779
560084,NAN,13.0104722,77.6246944
560085,NAN,12.9432816,77.5425557
560086,NAN,13.002878,77.546369
560087,BANGALORE RURAL,12.977,77.568
560088,NAN,13.133999,77.478801
560089,NAN,13.133524,77.491132
560090,NAN,13.086295,77.497311
560091,NAN,12.990615,77.487875
560092,NAN,12.975162,77.467329
560093,NAN,12.9861389,77.6521667
560094,NAN,12.0352778,77.5710833
560095,NAN,12.9384536,77.6191488
560096,NAN,13.011426,77.535877
560097,NAN,13.079368,77.559539
560098,NAN,12.914,77.52
560099,NAN,12.8609807,77.7069751
560100,NAN,12.8400702,77.6635448
560102,NAN,12.9141099,77.6371518
560103,NAN,12.9356,77.7057
560104,NAN,12.964979,77.538072
560105,NAN,12.7885718,77.6728788
560107,NAN,13.08936,77.485858
560108,NAN,12.8624365,77.564426
560109,NAN,12.8684125,77.5381189
560110,NAN,12.958211,77.47564
560111,NAN,12.8963107,77.559239
560112,NAN,13.267672,77.55238
560113,NAN,13.025073,77.659665
560114,NAN,12.870465,77.6269058
560115,NAN,13.0469264,77.5454255
560116,NAN,12.7720353,77.5032716
560117,BANGALORE RURAL,,
560119,NAN,13.1483446,77.5674982
560300,NAN,13.1989444,77.704
560500,NAN,12.8633196,77.6583091
561101,RAMANAGARA,13.15,77.19
561201,RAMANAGARA,12.86,77.25
561202,TUMKUR,13.8880958,76.9188668
561203,BANGALORE RURAL,13.35,77.51
561204,BANGALORE RURAL,13.24,77.46
561205,BANGALORE RURAL,13.36,77.65
561206,CHIKKABALLAPURA,13.6489963,77.5708988
561207,CHIKKABALLAPURA,13.9259397,77.956697
561208,CHIKKABALLAPURA,13.670282,77.503893
561209,CHIKKABALLAPURA,13.7428951,77.6720932
561210,CHIKKABALLAPURA,13.6002552,77.4656597
561211,CHIKKABALLAPURA,13.4901581,77.5992973
561212,CHIKKABALLAPURA,13.787986,77.9463626
561213,CHIKKABALLAPURA,13.5538625,77.4980937
561228,CHIKKABALLAPURA,13.7583326,77.6346396
562101,CHIKKABALLAPURA,13.4162878,77.8059247
562102,CHIKKABALLAPURA,13.2781796,77.9100813
562103,CHIKKABALLAPURA,13.3666388,77.7360274
562104,CHIKKABALLAPURA,13.6229658,77.8325189
562105,CHIKKABALLAPURA,13.5228443,77.8971816
562106,NAN,12.68,77.73
562107,NAN,12.8,77.8
562108,RAMANAGARA,12.68,77.08
562109,RAMANAGARA,12.86,77.42
562110,BANGALORE RURAL,13.21,77.65
562111,BANGALORE RURAL,13.24,77.24
562112,RAMANAGARA,12.68,77.53
562114,BANGALORE RURAL,13.03,77.79
562117,RAMANAGARA,12.66,77.39
562119,RAMANAGARA,12.35,77.57
562120,RAMANAGARA,12.95,77.3
562121,RAMANAGARA,12.64,77.55
562122,BANGALORE RURAL,13.19,77.96
562123,BANGALORE RURAL,13.04,77.33
562125,NAN,12.91,77.81
562126,RAMANAGARA,12.41,77.33
562127,RAMANAGARA,13.03,77.26
562128,RAMANAGARA,12.84,77.33
562129,BANGALORE RURAL,13.24,77.82
562130,NAN,12.87,77.45
562131,RAMANAGARA,13.05,77.1
562132,BANGALORE RURAL,13.2,77.32
562135,BANGALORE RURAL,13.2951944,77.8025833
562138,RAMANAGARA,12.51,77.23
562149,NAN,13.17,77.7
562157,NAN,13.18,77.6
562159,RAMANAGARA,12.69,77.27
562160,RAMANAGARA,12.64,77.15
562161,RAMANAGARA,12.6682222,77.1739722
562162,NAN,13.04,77.46
562163,NAN,13.2,77.54
562164,BANGALORE RURAL,13.32,77.75
562165,BANGALORE RURAL,13.13,77.77
562166,RAMANAGARA,12.76208,77.71342
563101,KOLAR,13.1427047,78.1367606
563103,KOLAR,13.1458556,78.2035791
563113,KOLAR,12.8921949,78.29016
563114,KOLAR,13.0369377,78.1645682
563115,KOLAR,12.9822222,78.2339444
563116,KOLAR,13.0366587,78.2943657
563117,KOLAR,12.9364167,78.2613611
563118,KOLAR,12.9740278,78.2589167
563119,KOLAR,12.9259444,78.2660278
563120,KOLAR,12.9596769,78.2285954
563121,KOLAR,12.9942345,78.2756735
563122,KOLAR,12.957102,78.2766927
563123,CHIKKABALLAPURA,13.5372984,78.1314483
563124,CHIKKABALLAPURA,13.8590884,78.0594578
563125,CHIKKABALLAPURA,13.4929454,77.982929
563126,KOLAR,13.3043968,78.193697
563127,KOLAR,13.1069433,78.3289018
563128,CHIKKABALLAPURA,13.344167,77.987222
563129,KOLAR,12.8530905,78.1665201
563130,KOLAR,13.0034948,77.9424531
563131,KOLAR,13.1042651,78.3737065
563132,KOLAR,13.164014,78.4655239
563133,KOLAR,13.1666147,77.9905225
563134,KOLAR,13.5017621,78.3460654
563135,KOLAR,13.3843994,78.1569696
563136,KOLAR,13.0988318,78.4128999
563137,KOLAR,12.936182,78.0359157
563138,KOLAR,13.3719134,78.2680371
563139,KOLAR,12.8871367,18.0869699
563146,CHIKKABALLAPURA,13.4195642,78.0876221
563147,KOLAR,12.916428,78.148155
563157,KOLAR,13.1824073,78.0324753
563159,CHIKKABALLAPURA,13.5589921,78.0515507
563160,KOLAR,13.0034948,77.9424531
563161,KOLAR,13.5522651,78.2264522
563162,KOLAR,13.0016291,78.1844059
563163,KOLAR,13.0034948,77.9424531
570001,NAN,12.31733333,76.64769444
570002,NAN,12.32222222,76.62902778
570003,NAN,12.35788889,76.64455556
570004,NAN,12.30227778,76.65363889
570005,NAN,12.29972222,76.63797222
570006,NAN,12.31316667,76.61325
570007,NAN,12.32969444,76.66525
570008,NAN,12.27872222,76.63997222
570009,NAN,12.30272222,76.63113889
570010,NAN,,
570011,NAN,12.30447222,76.68044444
570012,NAN,12.323287,76.619653
570014,NAN,12.3141667,76.6565556
570015,NAN,12.33166667,76.65038889
570016,NAN,12.34686111,76.61488889
570017,NAN,12.33719444,76.61169444
570018,NAN,12.34213889,76.58030556
570019,NAN,,
570020,NAN,12.32202778,76.63747222
570022,NAN,12.3141667,76.6565556
570023,NAN,12.3141667,76.6565556
570025,NAN,12.28330556,76.65875
570026,NAN,,
570027,NAN,12.3597778,76.5955278
570028,NAN,12.29936111,76.70113889
570029,NAN,12.3141667,76.6565556
570030,NAN,12.32063889,76.60372222
570031,NAN,12.26308333,76.63911111
570032,NAN,12.323289,76.587473
570033,NAN,12.299401,76.6311112
570034,NAN,12.27030556,76.62611111
571101,NAN,,
571102,NAN,,
571103,NAN,,
571104,NAN,,
571105,NAN,,
571106,NAN,,
571107,NAN,,
571108,NAN,,
571109,CHAMARAJANAGAR,,
571110,NAN,12.23977778,76.89244444
571111,CHAMARAJANAGAR,,
571114,NAN,,
571115,CHAMARAJANAGAR,,
571116,NAN,,
571117,CHAMARAJANAGAR,,
571118,NAN,,
571119,NAN,,
571120,NAN,,
571121,NAN,,
571122,NAN,,
571123,CHAMARAJANAGAR,,
571124,CHAMARAJANAGAR,,
571125,NAN,,
571126,CHAMARAJANAGAR,,
571127,CHAMARAJANAGAR,,
571128,CHAMARAJANAGAR,,
571129,NAN,,
571130,NAN,,
571134,NAN,,
571187,NAN,,
571189,NAN,,
571190,NAN,12.41686,75.95246
571201,KODAGU,12.3510676,75.6676403
571202,KODAGU,,
571211,KODAGU,12.2007411,75.8864358
571212,KODAGU,12.2709446,75.7168856
571213,KODAGU,12.1739667,76.0095576
571214,KODAGU,75.7055453,75.7604662
571215,KODAGU,12.2557419,75.9091571
571216,KODAGU,12.1048622,76.0075084
571217,KODAGU,12.0045602,76.0044751
571218,KODAGU,12.2417487,75.8026049
571219,KODAGU,12.1231394,76.0576573
571231,KODAGU,12.7828646,75.9336848
571232,KODAGU,12.5502591,75.9906426
571234,KODAGU,12.4927633,75.9104982
571235,KODAGU,12.6361006,75.9316877
571236,KODAGU,12.5880063,75.8937417
571237,KODAGU,12.419504,75.8082268
571247,KODAGU,12.3581116,75.5689696
571248,KODAGU,12.3918264,75.8456209
571249,KODAGU,12.0062164,75.8999018
571250,KODAGU,11.97111111,76.04327778
571251,KODAGU,12.5570612,75.7795099
571252,KODAGU,12.295975,75.7284513
571253,KODAGU,12.3110307,75.8824335
571254,KODAGU,12.2262563,76.0159049
571301,NAN,12.11666667,76.67444444
571302,NAN,,
571311,NAN,,
571312,NAN,,
571313,CHAMARAJANAGAR,,
571314,NAN,,
571315,NAN,,
571316,CHAMARAJANAGAR,,
571320,CHAMARAJANAGAR,,
571342,CHAMARAJANAGAR,,
571401,MANDYA,12.52,76.9
571402,MANDYA,,
571403,MANDYA,,
571404,MANDYA,,
571405,MANDYA,,
571415,MANDYA,,
571416,MANDYA,,
571417,MANDYA,,
571418,MANDYA,,
571419,MANDYA,,
571421,MANDYA,,
571422,MANDYA,,
571423,MANDYA,,
571424,MANDYA,,
571425,MANDYA,,
571426,MANDYA,,
571427,MANDYA,,
571428,MANDYA,,
571429,MANDYA,,
571430,MANDYA,,
571431,MANDYA,,
571432,MANDYA,,
571433,MANDYA,,
571434,MANDYA,,
571435,MANDYA,,
571436,MANDYA,,
571438,MANDYA,12.42,76.68
571439,CHAMARAJANAGAR,,
571440,CHAMARAJANAGAR,,
571441,CHAMARAJANAGAR,,
571442,NAN,,
571443,CHAMARAJANAGAR,,
571444,CHAMARAJANAGAR,,
571445,MANDYA,,
571446,MANDYA,,
571448,MANDYA,,
571450,MANDYA,,
571455,MANDYA,,
571457,CHAMARAJANAGAR,,
571463,MANDYA,,
571475,MANDYA,,
571476,MANDYA,,
571477,MANDYA,12.3795464,76.6613546
571478,MANDYA,,
571490,CHAMARAJANAGAR,12.031527,77.592029
571601,NAN,,
571602,NAN,,
571603,NAN,,
571604,NAN,,
571605,MANDYA,,
571606,MANDYA,,
571607,MANDYA,12.41,76.58
571610,NAN,,
571617,NAN,,
571802,MANDYA,,
571807,MANDYA,,
571811,MANDYA,13.02,76.74
571812,MANDYA,,
572101,TUMKUR,13.3403889,77.1081389
572102,TUMKUR,13.3371389,77.0972222
572103,TUMKUR,12.9009444,74.0173056
572104,TUMKUR,13.315199,77.1457793
572105,TUMKUR,13.2584696,76.4788977
572106,TUMKUR,13.3997315,77.1196009
572107,TUMKUR,13.3414846,77.0391883
572111,TUMKUR,13.0786433,76.4547869
572112,TUMKUR,13.6247243,77.2081686
572113,TUMKUR,13.5464464,77.1008168
572114,TUMKUR,13.2456529,76.6587823
572115,TUMKUR,13.8645451,77.1454566
572116,TUMKUR,14.0537704,77.1696959
572117,TUMKUR,13.4441555,76.2589129
572118,TUMKUR,13.3060564,77.0877276
572119,TUMKUR,13.3424652,76.9825283
572120,TUMKUR,13.1550449,77.0321947
572121,TUMKUR,13.5444564,77.4136455
572122,TUMKUR,13.1221455,77.4545656
572123,TUMKUR,13.666208,76.6468338
572124,TUMKUR,13.8185045,77.3115566
572125,TUMKUR,13.8464654,77.6445445
572126,TUMKUR,12.9542532,77.1045588
572127,TUMKUR,13.637627,76.7777899
572128,TUMKUR,13.4502582,77.0622783
572129,TUMKUR,13.5193349,77.2352169
572130,TUMKUR,13.0245551,77.0257656
572132,TUMKUR,13.6584744,77.2148435
572133,TUMKUR,13.831262,77.1994572
572134,TUMKUR,13.3826682,76.8497205
572135,TUMKUR,14.3337717,77.3966863
572136,TUMKUR,14.1581604,77.2936718
572137,TUMKUR,13.7401316,76.9029884
572138,TUMKUR,13.8086109,76.7908609
572139,TUMKUR,13.749294,76.8980855
572140,TUMKUR,13.5451456,77.0455855
572141,TUMKUR,14.3797371,77.1744828
572142,TUMKUR,13.1667423,76.6681466
572168,TUMKUR,13.3168611,77.1086389
572175,TUMKUR,13.6501381,77.3084633
572201,TUMKUR,12.9829466,76.8628964
572211,TUMKUR,13.2752587,76.7169275
572212,TUMKUR,13.2485963,76.6587823
572213,TUMKUR,13.1515895,76.8851286
572214,TUMKUR,13.4424556,76.9045569
572215,TUMKUR,13.2558584,76.7097794
572216,TUMKUR,13.2554556,76.7095655
572217,TUMKUR,13.3300628,76.3865416
572218,TUMKUR,13.3302562,76.3875393
572219,TUMKUR,13.2394521,76.8585586
572220,TUMKUR,13.2355454,76.8175982
572221,TUMKUR,13.0266299,77.0257656
572222,TUMKUR,13.0786433,76.4548795
572223,TUMKUR,13.0286544,76.9044645
572224,TUMKUR,13.3552745,76.9152415
572225,TUMKUR,13.1650716,76.5550313
572226,TUMKUR,13.2493221,76.7845457
572227,TUMKUR,13.2489859,76.5185584
572228,TUMKUR,13.175471,76.8455545
573101,HASSAN,13.0459722,75.8006667
573102,HASSAN,12.73,76
573103,HASSAN,13.32,76.33
573111,HASSAN,13.11,76.37
573112,HASSAN,13.38,76.18
573113,HASSAN,12.64,76.15
573115,HASSAN,13.18,75.89
573116,HASSAN,12.93,76.42
573117,HASSAN,13.52,76.36
573118,HASSAN,13.06,76.27
573119,HASSAN,13.2,76.28
